writer_id,primaryName,birthYear,deathYear,knownForTitles
nm1362905,Craig Wright,\N,\N,tt0248654
nm1362980,Max Arciniega,\N,\N,tt0903747
nm1363111,Max Botkin,1979,\N,tt1536537
nm1363134,Marc Bruckert,\N,\N,tt0112682
nm1363250,Gabriela Cowperthwaite,\N,\N,tt2545118
nm1363342,Scott Dolezal,\N,\N,tt0302640
nm1363578,Carsten Gutschmidt,1975,\N,tt0130827
nm1363595,Dan Harmon,1973,\N,tt0385880
nm1364160,Tom Nunan,1963,\N,tt0375679
nm1364182,Wesley A. Oliver,\N,\N,tt0419294
nm1364335,Priya Rao,\N,\N,tt2234222
nm1364682,Louie Torrellas,1987,\N,tt0346631
nm1364746,Boris Vial,1968,\N,tt0485947
nm1364783,Adam Waring,\N,\N,tt0369179
nm1364790,Hugh Welchman,\N,\N,tt0450188
nm1364903,Eric Artell,\N,\N,tt0426592
nm1364958,David Draiman,1973,\N,tt0418279
nm1365049,Tony LePage,\N,\N,tt1485796
nm1365113,Wiley Roberts,\N,\N,tt0302640
nm1365122,Wayne Sable,\N,\N,tt0439100
nm1365351,Sarah Schneider,\N,\N,tt4635276
nm1365460,Julia Benson,1979,\N,tt1286039
nm1365515,Sean Covel,1976,\N,tt0374900
nm1365569,Yale Hannon,\N,\N,tt1416765
nm1365696,Pamela Tellez,\N,\N,tt1266020
nm1365912,David Giuntoli,1980,\N,tt4172430
nm1366169,Julie Hill,\N,\N,tt3289956
nm1366670,Alessandra Colassanti,\N,\N,tt6873658
nm1366772,Owen Demers,\N,\N,tt0409459
nm1367072,M.G. Cross,1971,\N,tt0230030
nm1367297,Torsten Knippertz,1970,\N,tt1571222
nm1367409,Joon-hyung Lim,\N,\N,tt0364569
nm1367724,Derrick Parker,\N,\N,tt0098844
nm1367802,Jeryl Prescott,\N,\N,tt1520211
nm1367893,Anne Rosellini,\N,\N,tt1399683
nm1367920,Jesús Salcedo,\N,\N,tt0287467
nm1367933,Yann Samuell,1965,\N,tt0364517
nm1368482,Joe Davison,1975,\N,tt4574334
nm1368546,Sean Heyman,\N,\N,tt5114356
nm1368695,Wayne Roberts,1971,\N,tt0313542
nm1368748,Tyler Tuione,\N,\N,tt0449088
nm1368788,Stephanie Bentley,\N,\N,tt1615919
nm1368796,Tiffany Brouwer,1984,\N,tt1454029
nm1368983,Ryan Martin,\N,\N,tt0371746
nm1369071,Paula Farias,\N,\N,tt0230600
nm1369091,José Manuel González,\N,\N,tt0256009
nm1369109,Alejandro Jiménez,\N,\N,tt0230600
nm1369319,Manel López,\N,\N,tt0382992
nm1369364,Jo-yun Hwang,\N,\N,tt0364569
nm1369403,Torbjörn Berg,\N,\N,tt1132620
nm1369595,Mark Wilson,1974,\N,tt1405406
nm1369704,Sean Buckley,\N,\N,tt1303828
nm1369965,David Mack,\N,\N,tt0106145
nm1370064,Gerald Auger,\N,\N,tt1699748
nm1370074,Masanori Baba,\N,\N,tt0831387
nm1370201,Ed Bokinskie,\N,\N,tt0158552
nm1370225,Tomas Boykin,\N,\N,tt3205802
nm1370425,Will Csaklos,\N,\N,tt0198781
nm1370567,Brian Dykstra,\N,\N,tt1013743
nm1370666,Lucas Fleischer,\N,\N,tt1270797
nm1370830,Joe Gressis,\N,\N,tt2105044
nm1370980,Onalee Hunter,\N,\N,tt2193021
nm1371179,Adam Kulbersh,\N,\N,tt2364582
nm1371293,Jay London,1966,\N,tt0165581
nm1371339,Al Madrigal,\N,\N,tt0115147
nm1371363,Leon Mandel,\N,\N,tt2149175
nm1371616,Edelyn Okano,1978,\N,tt2467372
nm1371703,Eric Peter-Kaiser,1981,\N,tt0349825
nm1371726,Yamil Piedra,1978,\N,tt0402711
nm1371727,Martin Pierron,1982,\N,tt0265208
nm1372017,Rebecca Sernasie,\N,\N,tt0430105
nm1372047,Robin Shorr,\N,\N,tt1442464
nm1372127,Mhairi Morrison,\N,\N,tt0385002
nm1372439,Jason Whetzell,1978,\N,tt0288045
nm1372450,Fredrik Wikström,\N,\N,tt4080728
nm1372581,Robert Bastron,\N,\N,tt0412253
nm1372616,Jon Budinoff,\N,\N,tt0407265
nm1372632,Mike Caravella,1968,\N,tt0141842
nm1372734,Peter Grasso,\N,\N,tt5511582
nm1372745,John Hawkinson,\N,\N,tt0433035
nm1372922,Richard Pyros,\N,\N,tt2119532
nm1372991,Yasu Suzuki,\N,\N,tt3322312
nm1373148,Vicky Huang,\N,\N,tt0411061
nm1373191,Kate McCartney,\N,\N,tt1448755
nm1373325,Meg Davies,1975,\N,tt0363547
nm1373570,Travis McDonald,1976,\N,tt0270846
nm1373849,Robert Baer,1952,\N,tt0365737
nm1373865,Michael Pye,\N,\N,tt0364045
nm1373880,Antonia Ellis,1963,\N,tt0159206
nm1373881,Michael Foley,\N,\N,tt1837642
nm1374322,Chris Hayward,\N,\N,tt0487831
nm1374415,Antoine Arditti,\N,\N,tt1149361
nm1374750,Dan Chase,1976,\N,tt0362227
nm1374775,Dorian Cirillo-Murray,\N,\N,tt0272338
nm1374868,Meneka Das,1976,\N,tt1727824
nm1375030,Simon Farnaby,1973,\N,tt4468740
nm1375137,Charlie Garber,\N,\N,tt0259324
nm1375358,Jon Hurwitz,1977,\N,tt1268799
nm1375431,Dana Jurcic,\N,\N,tt3501632
nm1375524,Kiran Kotrial,\N,\N,tt7431594
nm1375569,Trisha LaFache,\N,\N,tt0333766
nm1375610,François-Xavier Lepeintre,\N,\N,tt3469046
nm1375877,Juan Minujín,1975,\N,tt2381941
nm1376062,Hubbel Palmer,1977,\N,tt2461150
nm1376081,Matthew S. Partney,\N,\N,tt0313043
nm1376088,June Patterson,1919,2017,tt0032910
nm1376329,Signe Rørne,\N,\N,tt0870984
nm1376372,Tom Scharpling,1969,\N,tt5095030
nm1376383,Hayden Schlossberg,1978,\N,tt1268799
nm1376654,Shenaz Treasury,1981,\N,tt5462602
nm1376788,Frederick Edward Weatherly,1848,1929,tt0430922
nm1376938,Enrique Almeida,\N,\N,tt0315327
nm1376964,Arap Bethke,1980,\N,tt0805669
nm1377017,Glenn Conroy,\N,\N,tt0314331
nm1377114,Jim Howick,1979,\N,tt0167190
nm1377178,Bruce Mackinnon,1978,\N,tt1727824
nm1377241,Keith Pillow,\N,\N,tt0773262
nm1377287,Arron Shiver,1977,\N,tt1037705
nm1377431,Carrie Finklea,1988,\N,tt0363589
nm1377782,Elizabeth Dean,\N,\N,tt1289401
nm1377809,Casey Green,\N,\N,tt0315327
nm1377920,Evan T. Reilly,\N,\N,tt1520211
nm1378004,David Bartis,\N,\N,tt1631867
nm1378206,Vincent Ngo,\N,\N,tt0448157
nm1378320,Aaron Abrams,1978,\N,tt4474344
nm1378410,Suzanne Smith,\N,\N,tt0159206
nm1378411,Laura Stover,\N,\N,tt0120780
nm1378865,Charles Hart,1961,\N,tt0293508
nm1379002,David Robert Mitchell,1974,\N,tt3235888
nm1379098,Sarah Adina,1981,\N,tt0395843
nm1379407,Ruby Boutilier,\N,\N,tt0462465
nm1379772,Benni Diez,\N,\N,tt1527186
nm1379782,Desiree Dizard,\N,\N,tt1282140
nm1379821,Margaret Dunlap,\N,\N,tt0796264
nm1379902,Dan Fabrizio,1981,\N,tt0407304
nm1379938,Travis Fimmel,1979,\N,tt2306299
nm1379967,Pete Ford,\N,\N,tt0200465
nm1380122,Adam Glass,\N,\N,tt0460681
nm1380637,Casey LaBow,\N,\N,tt1673434
nm1380711,Laura Albert,1965,\N,tt0363589
nm1380806,Mike Manasewitsch,\N,\N,tt1073498
nm1380962,Tony Millionaire,1956,\N,tt0072562
nm1381100,Kyle Newman,1976,\N,tt0489049
nm1381112,Derris Nile,\N,\N,tt0443706
nm1381185,Peres Owino,\N,\N,tt1375666
nm1381217,Will Pascoe,\N,\N,tt2234222
nm1381857,David C. Traub,\N,\N,tt2357129
nm1381996,Radovan Vujovic,1984,\N,tt1372686
nm1382072,Tommy Wiseau,1955,\N,tt0368226
nm1382207,Robert Hoffman,1980,\N,tt1023481
nm1382232,Michael Yo,1974,\N,tt2132285
nm1382237,Elizabeth J. Carlisle,\N,\N,tt3502248
nm1382414,Dan Franko,1974,\N,tt1759761
nm1382427,Joshua Gomez,1975,\N,tt0934814
nm1382458,Doug Hurley,\N,\N,tt4052886
nm1382528,David Margulis,\N,\N,tt0421715
nm1382571,Michael Ostrowski,1973,\N,tt4176826
nm1382856,Melanie Jayne,\N,\N,tt0317740
nm1383078,Jim Kehoe,\N,\N,tt2531344
nm1383079,Todd Kessler,\N,\N,tt0435679
nm1383272,Josh Hyams,\N,\N,tt1979320
nm1383301,Adam Leon,\N,\N,tt0378947
nm1383323,Cass Marks,\N,\N,tt1976000
nm1383363,Lennie Williams,1983,\N,tt0285492
nm1383561,Rebecca Anastasi,\N,\N,tt1270262
nm1383735,Curtis Gwinn,1975,\N,tt1520211
nm1383738,Brian Kehoe,\N,\N,tt2531344
nm1383787,Ryan B. Adams,\N,\N,tt0317740
nm1383862,Lindsay Ames,\N,\N,tt1606389
nm1383879,Juan Pablo Anselmi,\N,\N,tt1305806
nm1383922,Rowan M. Ashe,1985,\N,tt1972591
nm1384118,David Bianchi,\N,\N,tt0475784
nm1384197,Jennifer Bowen,\N,\N,tt0304415
nm1385080,Chi Keung Fung,\N,\N,tt0286112
nm1385238,Adam Grabarnick,\N,\N,tt0289765
nm1385284,Brian Guest,\N,\N,tt2707408
nm1385361,Walter Harris,1974,\N,tt1213644
nm1385871,Olga Kurylenko,1979,\N,tt1686821
nm1385922,Bryan Larkin,\N,\N,tt3006802
nm1385970,Hari Leigh,\N,\N,tt0458352
nm1386645,Oscar Nuñez,1958,\N,tt1041829
nm1386665,John O'Driscoll,\N,\N,tt0082158
nm1386770,Hannu-Pekka Parviainen,1981,\N,tt1116184
nm1386946,Juan Ramirez,\N,\N,tt1022603
nm1387071,Scott Robison,\N,\N,tt1119646
nm1387540,Christine Stringer,\N,\N,tt0491738
nm1387572,Toshiaki Suzuki,\N,\N,tt0168366
nm1387623,Giovanni Targioni-Tozzetti,\N,\N,tt0099674
nm1387784,Oliver Ussing,1970,\N,tt0870984
nm1387914,Ajamu Walker,\N,\N,tt0412019
nm1387989,Andrew Wilder,1974,\N,tt0452046
nm1388183,Hildegard von Bingen,1098,1179,tt0300140
nm1388518,Elena Fuller,\N,\N,tt0241527
nm1388562,Theodore Bogosian,1951,\N,tt0118421
nm1388625,Ian Bricke,\N,\N,tt5710514
nm1388901,John Connolly,\N,\N,tt1954347
nm1388945,Jenny Coyle,1982,\N,tt0340855
nm1388946,David Crabb,\N,\N,tt0468489
nm1389226,Sabah El-Amin,\N,\N,tt1586680
nm1389282,Carmine Famiglietti,1973,\N,tt3749900
nm1389613,Lucas Gregory,\N,\N,tt0329028
nm1389899,Cristina Iliescu,\N,\N,tt0790686
nm1390172,Anya Kochoff,1969,\N,tt4824302
nm1390330,Claudio Leiva Araos,1964,\N,tt0318462
nm1390355,Samuel León,\N,\N,tt0318462
nm1390496,Jaffar Mahmood,\N,\N,tt3339966
nm1390614,Jennette McCurdy,1992,\N,tt0972534
nm1390718,Ilyse Mimoun,\N,\N,tt0419843
nm1390963,Matthew Okumura,\N,\N,tt3865236
nm1391100,Jamie Peters,\N,\N,tt0241527
nm1391172,Zac Posen,1980,\N,tt0805669
nm1391204,Jeremy Pronk,\N,\N,tt1418377
nm1391331,Simon Ricketts,\N,\N,tt0280609
nm1391444,Anna Rust,1995,\N,tt0355295
nm1391488,Marin Sander-Holzman,\N,\N,tt0367027
nm1391765,Seth Squadron,\N,\N,tt0117731
nm1391984,Kool Keith,1963,\N,tt0456554
nm1392007,Marisol Adler,\N,\N,tt4474344
nm1392223,Lorna Watson,\N,\N,tt0487831
nm1392479,Rich Kaplan,\N,\N,tt0094540
nm1392651,Amy Steel,\N,\N,tt1289406
nm1392887,Leslie Fuller,\N,\N,tt0072562
nm1392943,Scott Jacobson,\N,\N,tt1561755
nm1393114,Maria O'Bryan,\N,\N,tt0098844
nm1393159,Rich Blomquist,\N,\N,tt0115147
nm1393218,Scott Bruffey,\N,\N,tt1856010
nm1393443,Jamie Delano,1954,\N,tt3489184
nm1393711,Andy Goldenberg,\N,\N,tt1219024
nm1394115,Ka'ramuu Kush,\N,\N,tt0481369
nm1394301,Katie Mattila,\N,\N,tt0417299
nm1394325,Ethan Mechare,1978,\N,tt0387199
nm1394523,Darren O'Hare,\N,\N,tt1716777
nm1394582,Robyn Paris,\N,\N,tt0368226
nm1394586,Ryan Parrott,\N,\N,tt1229238
nm1394750,Seth Resnik,1972,\N,tt1491044
nm1394921,Duncan Shields,\N,\N,tt0383385
nm1396048,Dave Filoni,1974,\N,tt3748528
nm1396104,Anthony Byrne,1975,\N,tt2442560
nm1396121,Makoto Shinkai,1973,\N,tt0983213
nm1396238,Cynthia Kao,\N,\N,tt0316732
nm1396306,Peter Rhoads,\N,\N,tt0265298
nm1396395,Tom Lassally,\N,\N,tt0371257
nm1396574,Peter Scheerer,1973,\N,tt0369226
nm1396586,Jonas Barnes,\N,\N,tt0305357
nm1396593,Josh Janowicz,1981,\N,tt0305357
nm1396596,Zack Shada,1992,\N,tt0305357
nm1396611,Mike Henry,1965,\N,tt5691552
nm1397147,Eric Rogers,1973,\N,tt0149460
nm1397172,Afroman,1974,\N,tt0486822
nm1397289,Benjamin Baroche,\N,\N,tt1675434
nm1397301,Anurag Basu,\N,\N,tt2082197
nm1397455,Blair Butler,1978,\N,tt0327247
nm1397579,Ben Coccio,1975,\N,tt1817273
nm1397601,Tonya Cornelisse,1979,\N,tt1266020
nm1397643,Tammy Dahlstrom,\N,\N,tt2575988
nm1397703,Bryce J. Ramos,\N,\N,tt5114356
nm1397977,Jason Gorbett,\N,\N,tt0149460
nm1398329,Hiroyuki Kobayashi,\N,\N,tt1220634
nm1398474,Heather Lombard,\N,\N,tt0149460
nm1398578,Blake Masters,\N,\N,tt1272878
nm1398623,Tomás Mechácek,1979,\N,tt1014763
nm1398898,Christopher Lee Philips,\N,\N,tt1616195
nm1398950,Reiner Prochaska,1961,\N,tt1856010
nm1399170,Mushtaq Sheikh,\N,\N,tt1024943
nm1399188,Sutapa Sikdar,\N,\N,tt1821480
nm1399542,Maremi Watanabe,\N,\N,tt0335266
nm1399560,Jeff Westbrook,\N,\N,tt0096697
nm1399714,Scott Beck,1984,\N,tt6644200
nm1399894,Christian Madsen,1990,\N,tt1840309
nm1399910,Blake Mawson,1984,\N,tt0290334
nm1399960,Dat Phan,1975,\N,tt3731562
nm1400413,Chad Gilbert,1981,\N,tt0437863
nm1400426,Daniel Barnz,\N,\N,tt3442006
nm1400460,Mike Ades,\N,\N,tt0426592
nm1400505,Sean Connell,\N,\N,tt0120737
nm1400510,Cristina Cordero,\N,\N,tt0275491
nm1400709,Brian Stauffer,1971,\N,tt0257076
nm1400718,David Tahir,\N,\N,tt0315327
nm1400913,Michael Berry Jr.,1964,\N,tt0796366
nm1400959,Mary Olson-Kromolowski,\N,\N,tt0237572
nm1401010,James Flynn,\N,\N,tt1506999
nm1401136,Tom King,1968,\N,tt0117705
nm1401151,Jeff Stepp,1984,\N,tt0427392
nm1401416,Dana Fox,\N,\N,tt0372532
nm1401516,MacGregor Austin-Olsen,1979,\N,tt0318627
nm1401905,Trick Daddy,1973,\N,tt0429493
nm1401932,Neil J. Deiter,\N,\N,tt0107659
nm1401977,Colin Doncaster,\N,\N,tt0348150
nm1402431,Iñaki Ibisate,\N,\N,tt0497465
nm1402510,Miles Jupp,1979,\N,tt0988045
nm1402611,Masami Kosaka,\N,\N,tt1673434
nm1402719,Anthony Liebetrau,\N,\N,tt1439629
nm1402751,Montserrat Lombard,1982,\N,tt1054606
nm1402777,Jo Luping,\N,\N,tt0120737
nm1402779,Mike Lynn,\N,\N,tt1068680
nm1402966,Rob Mokaraka,\N,\N,tt0120737
nm1403365,Aaron Rozenfeld,\N,\N,tt0149460
nm1403538,Alex Solomons,\N,\N,tt0117705
nm1403577,Grant Stokes,\N,\N,tt0108757
nm1403637,David Tamkin,1973,\N,tt0417148
nm1403671,Joel Anderson Thompson,\N,\N,tt1462059
nm1403697,Rob Townshend,\N,\N,tt0167261
nm1403732,Sam Upton,1978,\N,tt2463288
nm1404039,Tom Cottle,\N,\N,tt1078188
nm1404095,Josh Gilbert,\N,\N,tt0419984
nm1404145,Sam Kennard,1982,\N,tt0485985
nm1404392,Carolyn Crotty,\N,\N,tt2788432
nm1404432,Elizabeth Healey,\N,\N,tt1211837
nm1404855,Rachel Nicholson,\N,\N,tt0107659
nm1404913,Ben Stanton,\N,\N,tt0266543
nm1405831,Aina Abiodun,\N,\N,tt0362269
nm1405911,Nate Atkins,1978,\N,tt0285331
nm1406139,Jackie Buscarino,1977,\N,tt1305826
nm1406238,Katie Chonacas,1980,\N,tt0971209
nm1406277,Shakim Compere,\N,\N,tt0305669
nm1406507,Peter Facer,\N,\N,tt1489428
nm1406664,Ken Goin,\N,\N,tt0182576
nm1406699,Oliver Grigsby,1982,\N,tt3148266
nm1406764,Noah Harpster,\N,\N,tt0413573
nm1406839,Kristin Holloway,\N,\N,tt1439629
nm1407191,Sam B. Lorn,\N,\N,tt0343737
nm1407216,Yan Angosse,\N,\N,tt0142688
nm1408116,Gabriel Tolliver,\N,\N,tt3281796
nm1408390,Matt Acheson,\N,\N,tt0286788
nm1408453,Ryan Carnes,1982,\N,tt0436992
nm1408520,Tim Fornara,\N,\N,tt0286788
nm1408565,Matt Iseman,1971,\N,tt0364845
nm1408629,Devin McGinn,\N,\N,tt0364845
nm1408820,Marta Bechtol,\N,\N,tt0308379
nm1409000,Carlito Rodriguez,\N,\N,tt2699128
nm1409224,Darryl French,\N,\N,tt0305669
nm1409237,Stu Goldman,\N,\N,tt0092400
nm1409303,Crystal Liu,\N,\N,tt1844624
nm1409381,Willy Roberts,1976,\N,tt0439100
nm1409406,Chris Sonnenburg,\N,\N,tt0230011
nm1409431,Mariano Vera,\N,\N,tt1305806
nm1409501,Jeremy Quist,1978,\N,tt2096673
nm1409681,Mike Ackerman,\N,\N,tt2710394
nm1409900,Kim Barr,\N,\N,tt0319262
nm1410002,Shirine Best,\N,\N,tt0379889
nm1410028,Pierre Bismuth,1953,\N,tt0338013
nm1410077,Elizabeth Bond,\N,\N,tt0332280
nm1410105,AJ Bowen,1977,\N,tt1853739
nm1410159,David Bruckner,\N,\N,tt2105044
nm1410162,Davide F. Brusà,1973,\N,tt1837492
nm1410190,Breehn Burns,\N,\N,tt3850590
nm1410262,John Carreon,\N,\N,tt0884732
nm1410308,Anna Chambers,\N,\N,tt0149460
nm1410463,Fanshen Cox,\N,\N,tt1196946
nm1410815,Asghar Farhadi,1972,\N,tt2404461
nm1410817,David Farley,\N,\N,tt0844471
nm1410886,Brandon Firla,\N,\N,tt1632701
nm1410943,Darcy Fray,\N,\N,tt0120201
nm1411286,Mark Hampton,\N,\N,tt0816711
nm1411341,Dustin Haynes,1982,\N,tt1031280
nm1411347,Don Heck,1929,1995,tt4154756
nm1411615,Mike Johansen,1976,\N,tt2802850
nm1411676,Mindy Kaling,1979,\N,tt2096673
nm1411697,Matt Karis,\N,\N,tt0149460
nm1412006,A.J. Lewis,1977,\N,tt0378109
nm1412101,Sang Lui,\N,\N,tt1893256
nm1412298,Aaron McGruder,1974,\N,tt0485985
nm1412304,Robert McKenzie,1917,1981,tt0112461
nm1412480,Alex Moreno,\N,\N,tt0317248
nm1412487,Pia Vatana,\N,\N,tt1013752
nm1412503,Colin Moss,\N,\N,tt2085059
nm1412881,Mille Petrozza,1966,\N,tt5753856
nm1412937,John E. Pogue,\N,\N,tt2193041
nm1412974,Glen Powell,1988,\N,tt4846340
nm1413217,Jason Ross,\N,\N,tt0115147
nm1413346,Holly Schlesinger,1976,\N,tt1561755
nm1413364,Ariel Schulman,\N,\N,tt1778304
nm1413455,Lucy Shuttleworth,\N,\N,tt0379889
nm1413552,Alexander E. Sokoloff,\N,\N,tt0164052
nm1413853,Dan Triandiflou,\N,\N,tt2318092
nm1413888,Lane Turney,\N,\N,tt0338459
nm1413917,Simon Valderrama,1976,\N,tt0209958
nm1414244,Danny Zahavi,\N,\N,tt0408306
nm1414265,Magdalena Holland,\N,\N,tt0369179
nm1414369,Richard Hammond,1969,\N,tt1628033
nm1414386,Jamie King,\N,\N,tt0118789
nm1414540,Joe Morley,\N,\N,tt0390521
nm1414579,Víctor García,1974,\N,tt0167190
nm1414582,Ben Palmer,\N,\N,tt1716772
nm1414749,Chris Wyatt,1975,\N,tt0374900
nm1414808,Scott Gray,\N,\N,tt0101188
nm1414822,Nacho Abad,1970,\N,tt6468322
nm1415004,Tracy Bellomo,\N,\N,tt3205802
nm1415801,Jerusha Hess,1980,\N,tt0457510
nm1415852,Anjenique Hughes,\N,\N,tt0269347
nm1416379,Spencer Millman,\N,\N,tt3097204
nm1416393,Ken Miyamoto,\N,\N,tt0181865
nm1416431,Wajdi Mouawad,\N,\N,tt1255953
nm1416492,Trisha Nixon,\N,\N,tt0121955
nm1416926,David Schickler,\N,\N,tt2017109
nm1417016,Tim Skousen,\N,\N,tt0374900
nm1417116,Halsted Sullivan,\N,\N,tt0386676
nm1417232,Fernando Trullols,\N,\N,tt1512685
nm1417242,Sheldon Turner,\N,\N,tt1193138
nm1417285,Pierre-Benoist Varoclier,1983,\N,tt0362225
nm1417395,Hilary Winston,\N,\N,tt1439629
nm1417654,Kjartan Hewitt,\N,\N,tt0467197
nm1417657,L.C. Holt,1981,\N,tt1853739
nm1417826,Frank Sesno,\N,\N,tt1856010
nm1418365,Jesse Hoy,1983,\N,tt1262981
nm1418408,Cam Mason,\N,\N,tt0364343
nm1418852,Sean Hanley,\N,\N,tt0106080
nm1419633,Brandon E. Brooks,1977,\N,tt0286106
nm1420156,Morgan Davis Foehl,\N,\N,tt2717822
nm1420267,Aaron Ginsburg,\N,\N,tt2661044
nm1420281,Robert X. Golphin,1982,\N,tt0427309
nm1420410,Ryan E. Heppe,1974,\N,tt0233469
nm1420605,Gaurav Kapoor,\N,\N,tt1280558
nm1420735,Zoi Kottas,\N,\N,tt1441135
nm1420803,Atif Lanier,1975,\N,tt0430308
nm1421040,Wade McIntyre,\N,\N,tt2661044
nm1421145,Henry Morrison,\N,\N,tt0372183
nm1421522,T.J. Ramini,1975,\N,tt0364845
nm1421629,Bert V. Royal,1977,\N,tt2245084
nm1421638,Greg Rucka,1969,\N,tt0365929
nm1421718,Niklaus Schlumpf,\N,\N,tt0141842
nm1421778,Ivan Shapovalov,\N,\N,tt0300140
nm1421957,Tysen Knight,\N,\N,tt0799949
nm1422004,Meghan Thornton,\N,\N,tt0121766
nm1422020,Jeffrey Toobin,1960,\N,tt2788432
nm1422146,Patrick M. Walsh,\N,\N,tt0356721
nm1422176,Jess Weixler,1981,\N,tt1442462
nm1422237,Peter Chun Mao Wu,\N,\N,tt0293564
nm1422361,Guillermo Ayesa,\N,\N,tt0361862
nm1422404,Jeff Cain,\N,\N,tt0106080
nm1422552,Adam Korson,\N,\N,tt1845307
nm1422558,Matt Kuhn,\N,\N,tt0460649
nm1423396,Peter Moody,\N,\N,tt1013753
nm1423452,Natalie Solis,\N,\N,tt0327850
nm1423866,Josh Dean,1979,\N,tt1502712
nm1424033,Paul Smith,1953,\N,tt0077869
nm1424068,Richard Davison,1974,\N,tt0889583
nm1424204,Mio Adilman,\N,\N,tt0290988
nm1424318,Hernando Bansuelo,1984,\N,tt0469641
nm1424405,Liz Bolton,\N,\N,tt1623288
nm1424466,Wayne A. Brown,\N,\N,tt0452594
nm1424658,Bennett Davlin,\N,\N,tt0288045
nm1424701,Claudia DiFolco,\N,\N,tt0285331
nm1424720,Ivan Dobronravov,1989,\N,tt0376968
nm1424928,Alberto Granado,1922,2011,tt0318462
nm1425003,Mark Haslett,\N,\N,tt2758950
nm1425348,Shinho Lee,1977,\N,tt1190539
nm1425584,Kharaj Mukherjee,1963,\N,tt1821480
nm1426365,Allison Weintraub,\N,\N,tt3332064
nm1427101,Sophie Traub,1989,\N,tt0373926
nm1427151,Matt Anthony,\N,\N,tt1333125
nm1427254,Evan Godfrey,1979,\N,tt1431045
nm1427295,Sara Laffer,\N,\N,tt0242193
nm1427362,Barrie Robinson,\N,\N,tt0289043
nm1427363,Vanessa Rojas,\N,\N,tt2193041
nm1427478,Robert Crowther,\N,\N,tt0439815
nm1427602,William Penick,\N,\N,tt0765476
nm1427622,Kacey Arnold-Ince,\N,\N,tt0092455
nm1427691,John K. Frazier,\N,\N,tt0972534
nm1427737,Byron Smith,\N,\N,tt0286486
nm1427887,Barry Grant,\N,\N,tt0276919
nm1427967,Bryan Moore,\N,\N,tt0165598
nm1427978,Patrick White,\N,\N,tt0318627
nm1428002,Neil Gordon,1958,2017,tt1381404
nm1428007,Trevor Miller,1965,\N,tt2101441
nm1428086,Belén Atienza,\N,\N,tt1649419
nm1428204,Huck Botko,\N,\N,tt1320244
nm1428343,Hunter Covington,\N,\N,tt0472954
nm1428359,John D'Alonzo,\N,\N,tt0938283
nm1428381,Deborah Daulton-Morton,\N,\N,tt0337741
nm1428476,Nick Epstein,\N,\N,tt0499549
nm1428524,Emily Fox,\N,\N,tt4834206
nm1428654,Kyle Harimoto,\N,\N,tt1600194
nm1428828,Kyle Klaus,1982,\N,tt1796960
nm1428836,Brianne Klugiewicz,\N,\N,tt5232792
nm1428867,Mary Kraft,\N,\N,tt4288182
nm1428946,David Guy Levy,\N,\N,tt1999995
nm1429102,Andy Milonakis,1976,\N,tt0348333
nm1429239,Conal Palmer,\N,\N,tt1478964
nm1429433,Ralph Sanchez,\N,\N,tt0092455
nm1429512,Jason Smilovic,\N,\N,tt0425210
nm1429643,Errol Trzebinski,\N,\N,tt0089755
nm1429723,Halley Wegryn Gross,1985,\N,tt0475784
nm1429775,Brent Young,\N,\N,tt0112431
nm1429810,Jeffery Hauser,\N,\N,tt0796366
nm1429883,Christopher Gerse,1991,\N,tt0475784
nm1429908,LeBron James,1984,\N,tt3152624
nm1430205,Livia Scott,\N,\N,tt0098844
nm1430258,Jonathan Glatzer,1969,\N,tt3520702
nm1430365,Harry Hannigan,\N,\N,tt0285351
nm1430396,Danny Kolker,\N,\N,tt0244365
nm1430415,Richard Mailman,\N,\N,tt0306841
nm1430461,Alexis Perkins,\N,\N,tt0360009
nm1430632,David Auburn,1969,\N,tt0410297
nm1430636,Luke Dawson,\N,\N,tt2918436
nm1430892,Chris Baker,\N,\N,tt0283111
nm1430952,John Haynes,\N,\N,tt0313043
nm1430979,Lee Murphy,\N,\N,tt0203119
nm1431173,Trevor Bess,\N,\N,tt1637727
nm1431327,Laura Collini,\N,\N,tt1772240
nm1431798,Curtis Kheel,\N,\N,tt0796264
nm1431939,Steven Lilien,\N,\N,tt1600194
nm1432037,Adrienne McQueen,1978,\N,tt1013752
nm1432883,Brian A. Hoffman,\N,\N,tt0375063
nm1433272,Jane Fryers,\N,\N,tt0203119
nm1433381,Alexander Soskin,\N,\N,tt0203119
nm1433489,Jeremy Shipp,\N,\N,tt0165982
nm1433521,Janet Fitch,1955,\N,tt0283139
nm1433566,Soham Shah,\N,\N,tt0248126
nm1433580,Jose Rivera,1955,\N,tt0337692
nm1433720,Dennis Lee,\N,\N,tt4781612
nm1433996,Peter Cornwell,\N,\N,tt0492044
nm1434119,Tom Pope,1967,\N,tt1195935
nm1434129,Jenni Ross,\N,\N,tt2261227
nm1434186,Michael King,\N,\N,tt1830617
nm1434206,Barry Watson,\N,\N,tt0280249
nm1434248,John Kennedy,\N,\N,tt1506999
nm1434301,Julius Aguimatang,\N,\N,tt0120762
nm1434450,Millen Baird,\N,\N,tt3504048
nm1434772,Giovanni Calcagno,1971,\N,tt0384766
nm1435035,Mark Cumberton,\N,\N,tt0116583
nm1435062,Cherien Dabis,1976,\N,tt3228904
